season,week,scheme,alpha,N,mad_point,mad_width,spearman_point,spearman_width
31,6,rank,0.4,80,0.03795758302675749,0.11540245145514402,0.32121212121212117,0.5030303030303029
31,6,rank,0.4,160,0.03854304466799409,0.15596385609135233,-0.05454545454545454,0.41818181818181815
31,6,rank,0.4,320,0.03958372983733875,0.16553963815579878,0.17575757575757575,0.34545454545454546
31,6,rank,0.7,80,0.03716840320186302,0.075191758698446,0.19999999999999998,0.33333333333333326
31,6,rank,0.7,160,0.035636463993774424,0.08651874534309555,0.5151515151515151,0.16363636363636364
31,6,rank,0.7,320,0.036924929473982585,0.10470269744494565,0.38181818181818183,-0.12727272727272726
31,6,rank,1.0,80,0.03793715154391637,0.10209411044849084,0.24848484848484845,0.5515151515151515
31,6,rank,1.0,160,0.03666660118181718,0.09554774500407637,0.06666666666666665,0.24848484848484845
31,6,rank,1.0,320,0.036104178800226906,0.06394772890442121,0.35757575757575755,0.6606060606060605
31,6,rank,1.5,80,0.03409318292219461,0.13639216364065412,0.2727272727272727,0.2606060606060606
31,6,rank,1.5,160,0.03377125168657024,0.14339810391397342,0.2727272727272727,0.04242424242424241
31,6,rank,1.5,320,0.033327916905459276,0.10654575287516628,0.406060606060606,0.16363636363636364
2,2,rank,0.4,80,0.04033640128862204,0.11276886068595582,0.5666666666666667,0.09999999999999999
2,2,rank,0.4,160,0.0390033762660095,0.13674471596882082,0.08333333333333334,-0.16666666666666669
2,2,rank,0.4,320,0.03632059373299612,0.18722021839915065,0.31666666666666665,0.21666666666666667
2,2,rank,0.7,80,0.03214455597299068,0.12071919435795575,0.5,-0.15
2,2,rank,0.7,160,0.0348716727895642,0.086824382772281,0.2333333333333333,0.08333333333333334
2,2,rank,0.7,320,0.03557714630954094,0.08359477183103459,-0.08333333333333334,0.21666666666666667
2,2,rank,1.0,80,0.037392645794032925,0.1179103937704148,0.15,0.25
2,2,rank,1.0,160,0.03565611476666557,0.12757154307219562,0.35,-0.016666666666666666
2,2,rank,1.0,320,0.03834881280979672,0.0990063221062698,-0.03333333333333333,0.016666666666666666
2,2,rank,1.5,80,0.031326775484655456,0.15466295803923158,0.2833333333333333,0.19999999999999998
2,2,rank,1.5,160,0.029957029683416854,0.12245493580717165,0.38333333333333336,0.18333333333333335
2,2,rank,1.5,320,0.03126217935343003,0.08874753874597771,0.25,0.65
14,10,percent,0.4,80,0.0,0.0,,
14,10,percent,0.4,160,0.0,0.0,,
14,10,percent,0.4,320,0.0,0.0,,
14,10,percent,0.7,80,0.0,0.0,,
14,10,percent,0.7,160,0.0,0.0,,
14,10,percent,0.7,320,0.0,0.0,,
14,10,percent,1.0,80,0.0,0.0,,
14,10,percent,1.0,160,0.0,0.0,,
14,10,percent,1.0,320,0.0,0.0,,
14,10,percent,1.5,80,0.0,0.0,,
14,10,percent,1.5,160,0.0,0.0,,
14,10,percent,1.5,320,0.0,0.0,,
31,9,rank,0.4,80,0.03789092173783435,0.17670420127928121,0.6571428571428573,-0.028571428571428574
31,9,rank,0.4,160,0.0420005032806558,0.1938579171926312,0.5428571428571429,0.14285714285714288
31,9,rank,0.4,320,0.03641657711334213,0.20892723836695257,0.7714285714285715,0.3142857142857143
31,9,rank,0.7,80,0.04110581822374181,0.09396417530654966,0.6,0.8857142857142858
31,9,rank,0.7,160,0.040216791427004,0.07419744481152514,0.5428571428571429,0.3714285714285715
31,9,rank,0.7,320,0.04419921986069114,0.11990669128541039,0.4285714285714286,0.8285714285714287
31,9,rank,1.0,80,0.019114834756697226,0.12506983247731876,0.942857142857143,0.08571428571428573
31,9,rank,1.0,160,0.04194724206428946,0.0817936173726237,0.6,0.48571428571428577
31,9,rank,1.0,320,0.0327926656466415,0.049833297366353335,0.7714285714285715,0.8285714285714287
31,9,rank,1.5,80,0.03446341283863631,0.2068802109693738,0.4285714285714286,0.028571428571428574
31,9,rank,1.5,160,0.033725418563522555,0.0751132340570292,0.7714285714285715,0.6571428571428573
31,9,rank,1.5,320,0.03151292878697764,0.13005395510665949,0.8857142857142858,-0.2571428571428572
15,9,percent,0.4,80,0.04143450015714657,0.0869907955512165,0.8720815992723809,0.8944271909999157
15,9,percent,0.4,160,0.03599275671929876,0.04421250252675339,0.9746794344808964,0.7826237921249264
15,9,percent,0.4,320,0.03587187083430049,0.032072954811891805,0.9746794344808964,0.8944271909999157
15,9,percent,0.7,80,0.033081500650178855,0.14430018102893466,0.9746794344808964,0.8944271909999157
15,9,percent,0.7,160,0.03189926878038593,0.11891502250358607,0.9746794344808964,0.8944271909999157
15,9,percent,0.7,320,0.02047458262411858,0.10613578242639395,0.6668859288553501,0.8944271909999157
15,9,percent,1.0,80,0.007838391763587258,0.15863118284887456,0.9746794344808964,0.8944271909999157
15,9,percent,1.0,160,0.00862745121313041,0.21001983897740617,0.6668859288553501,0.8944271909999157
15,9,percent,1.0,320,0.006482980006679703,0.16610834557351473,0.9746794344808964,0.7826237921249264
15,9,percent,1.5,80,0.012227726679360978,0.2624153677255393,0.9746794344808964,0.8944271909999157
15,9,percent,1.5,160,0.006489407482647818,0.23138333130823802,0.7181848464596079,0.8944271909999157
15,9,percent,1.5,320,0.009179518357626457,0.2083127719776634,0.8207826816681233,0.8944271909999157
31,10,rank,0.4,80,0.0,0.0,,
31,10,rank,0.4,160,0.0,0.0,,
31,10,rank,0.4,320,0.0,0.0,,
31,10,rank,0.7,80,0.0,0.0,,
31,10,rank,0.7,160,0.0,0.0,,
31,10,rank,0.7,320,0.0,0.0,,
31,10,rank,1.0,80,0.0,0.0,,
31,10,rank,1.0,160,0.0,0.0,,
31,10,rank,1.0,320,0.0,0.0,,
31,10,rank,1.5,80,0.0,0.0,,
31,10,rank,1.5,160,0.0,0.0,,
31,10,rank,1.5,320,0.0,0.0,,
10,3,percent,0.4,80,0.018942247357976227,0.4081543247824248,0.5222329678670935,0.5222329678670935
10,3,percent,0.4,160,0.010973918218765161,0.267397313855665,0.5222329678670935,0.5222329678670935
10,3,percent,0.4,320,0.007704182250603525,0.20040139256090087,0.5222329678670935,0.5222329678670935
10,3,percent,0.7,80,0.005151735280790749,0.4599186154865764,0.5222329678670935,0.5222329678670935
10,3,percent,0.7,160,0.009588900975436656,0.44062370220610275,0.5222329678670935,0.5222329678670935
10,3,percent,0.7,320,0.0061945097262022745,0.3365777428048493,0.5222329678670935,0.5222329678670935
10,3,percent,1.0,80,0.0051714854204664125,0.5003038602902127,0.5222329678670935,0.5222329678670935
10,3,percent,1.0,160,0.006753178252522701,0.435820000777432,0.5222329678670935,0.5222329678670935
10,3,percent,1.0,320,0.004265739840578418,0.4385728910443404,0.5222329678670935,0.5222329678670935
10,3,percent,1.5,80,0.007734198628519437,0.6053141368529287,0.5222329678670935,0.5222329678670935
10,3,percent,1.5,160,0.00785026770651671,0.5156418999820539,0.5222329678670935,0.5222329678670935
10,3,percent,1.5,320,0.006574968183958557,0.5542062773878744,0.5222329678670935,0.5222329678670935
11,8,percent,0.4,80,0.03236865949348454,0.0864644767616228,0.8944271909999157,0.7071067811865475
11,8,percent,0.4,160,0.02881469120283916,0.076462008817984,0.8944271909999157,0.7071067811865475
11,8,percent,0.4,320,0.0208371079341709,0.058558024394705054,0.8944271909999157,0.7071067811865475
11,8,percent,0.7,80,0.027133310867223776,0.20674417887739588,0.8944271909999157,0.7071067811865475
11,8,percent,0.7,160,0.016646137719032526,0.07951114233720002,0.8944271909999157,0.7071067811865475
11,8,percent,0.7,320,0.018125025685247705,0.07642763599694676,0.8944271909999157,0.7071067811865475
11,8,percent,1.0,80,0.013943454914934044,0.2757894905041614,0.6708203932499368,0.7071067811865475
11,8,percent,1.0,160,0.01271872069271695,0.18331765492418178,0.8944271909999157,0.7071067811865475
11,8,percent,1.0,320,0.013879377671635542,0.14504539251495935,0.8944271909999157,0.7071067811865475
11,8,percent,1.5,80,0.010238398661793022,0.3102760952427691,0.8944271909999157,0.7071067811865475
11,8,percent,1.5,160,0.01454714395725471,0.2955713134878072,0.8944271909999157,0.7071067811865475
11,8,percent,1.5,320,0.010279310970000866,0.20011014321556023,0.8944271909999157,0.7071067811865475
23,3,percent,0.4,80,0.010600870641455809,0.4508325995260092,0.4803844614152615,0.4803844614152615
23,3,percent,0.4,160,0.009651998570408703,0.3493277798369015,0.4803844614152615,0.4803844614152615
23,3,percent,0.4,320,0.004591181176378516,0.3033229700790265,0.4803844614152615,0.4803844614152615
23,3,percent,0.7,80,0.00582969086531602,0.5139496706734062,0.4803844614152615,0.4803844614152615
23,3,percent,0.7,160,0.006886049576233615,0.5074343935999518,0.4803844614152615,0.4803844614152615
23,3,percent,0.7,320,0.00745910595621421,0.45688708282182583,0.4803844614152615,0.4803844614152615
23,3,percent,1.0,80,0.006855993879695866,0.5635339188123201,0.4803844614152615,0.4803844614152615
23,3,percent,1.0,160,0.007253794313564041,0.5549277273851713,0.4803844614152615,0.4803844614152615
23,3,percent,1.0,320,0.0057036025503290665,0.4613819719848274,0.4803844614152615,0.4803844614152615
23,3,percent,1.5,80,0.007091477001290373,0.6377588387893953,0.4803844614152615,0.4803844614152615
23,3,percent,1.5,160,0.005697527686831989,0.6154782444974067,0.4803844614152615,0.4803844614152615
23,3,percent,1.5,320,0.004151520929195837,0.5855386875943792,0.4803844614152615,0.4803844614152615
17,3,percent,0.4,80,0.013451417574438513,0.31615464588991404,0.5,0.5
17,3,percent,0.4,160,0.01017355430775334,0.3481468059325015,0.5,0.5
17,3,percent,0.4,320,0.010804683761640706,0.2808898934479514,0.5,0.5
17,3,percent,0.7,80,0.010446335463021586,0.4734422387918107,0.5,0.5
17,3,percent,0.7,160,0.008675609771192881,0.42958293803987985,0.5,0.5
17,3,percent,0.7,320,0.004226484699700921,0.40314158400390004,0.5,0.5
17,3,percent,1.0,80,0.010696047454152674,0.5785577420456496,0.5,0.5
17,3,percent,1.0,160,0.007291781806068723,0.5068021710038676,0.5,0.5
17,3,percent,1.0,320,0.006279505548562362,0.48392479195245125,0.5,0.5
17,3,percent,1.5,80,0.008081232308587979,0.6027422104808282,0.5,0.5
17,3,percent,1.5,160,0.004689176383553164,0.5840672222703405,0.5,0.5
17,3,percent,1.5,320,0.0057817383343702206,0.5377282000933297,0.5,0.5
3,5,percent,0.4,80,0.026153911250593968,0.1718551589396467,0.9265616458263766,0.7572401854185359
3,5,percent,0.4,160,0.028915745179500213,0.12880485301709763,0.9265616458263766,0.8017837257372733
3,5,percent,0.4,320,0.0166136342147497,0.09371126009490093,0.9636241116594316,0.8017837257372733
3,5,percent,0.7,80,0.013449530512532852,0.27046134987979725,0.9265616458263766,0.8017837257372733
3,5,percent,0.7,160,0.008729161369039597,0.200588906646747,0.9636241116594316,0.8017837257372733
3,5,percent,0.7,320,0.00948420167181053,0.200505157234129,0.7412493166611013,0.8017837257372733
3,5,percent,1.0,80,0.004029202144998896,0.29214023786495724,0.8153742483272114,0.8017837257372733
3,5,percent,1.0,160,0.006446875272157584,0.24274579386424544,0.9636241116594316,0.7572401854185359
3,5,percent,1.0,320,0.0036715739521194788,0.21241286730847306,0.8153742483272114,0.8017837257372733
3,5,percent,1.5,80,0.011418677213579928,0.3837718960370277,0.8153742483272114,0.8017837257372733
3,5,percent,1.5,160,0.01004654945043824,0.34869616444696655,0.9636241116594316,0.8017837257372733
3,5,percent,1.5,320,0.007959864948387579,0.32672224696481805,0.9636241116594316,0.8017837257372733
24,6,percent,0.4,80,0.01293865897191836,0.2910792284846853,0.14285714285714288,0.6735753140545635
24,6,percent,0.4,160,0.011797818931255128,0.2534818781394811,0.7380952380952381,0.0
24,6,percent,0.4,320,0.009695895458732673,0.21596480171777682,0.9523809523809524,0.0
24,6,percent,0.7,80,0.008722183934328793,0.31202135969621586,0.19047619047619052,0.3849001794597506
24,6,percent,0.7,160,0.00654316581229464,0.30799170528190767,0.7619047619047621,0.3849001794597506
24,6,percent,0.7,320,0.009809529948361725,0.2853277038144228,0.9523809523809524,0.3849001794597506
24,6,percent,1.0,80,0.008615070446611018,0.40027647448916537,0.7619047619047621,0.09622504486493764
24,6,percent,1.0,160,0.006568048346169826,0.3624708097737498,0.9285714285714287,-0.09622504486493764
24,6,percent,1.0,320,0.006258308432738199,0.3269394497642396,0.7857142857142858,0.8660254037844388
24,6,percent,1.5,80,0.007235443740426678,0.4233609715196027,0.7619047619047621,0.6735753140545635
24,6,percent,1.5,160,0.0076127031481079835,0.4041803981536285,0.5714285714285715,0.5773502691896258
24,6,percent,1.5,320,0.005053735275501294,0.3651034657545976,0.7380952380952381,0.2886751345948129
34,6,rank,0.4,80,0.04475100535479369,0.11827724768767985,-0.07878787878787878,0.38181818181818183
34,6,rank,0.4,160,0.033904110266078646,0.16758396159323113,0.2606060606060606,0.29696969696969694
34,6,rank,0.4,320,0.03734458754637161,0.16572052457196382,0.2606060606060606,-0.0303030303030303
34,6,rank,0.7,80,0.03578264617295249,0.08615549612412125,0.09090909090909088,0.19999999999999998
34,6,rank,0.7,160,0.038798042158132914,0.07391536781777833,-0.19999999999999998,0.41818181818181815
34,6,rank,0.7,320,0.03768865481212456,0.10964363939549064,-0.006060606060606061,0.29696969696969694
34,6,rank,1.0,80,0.03500062062464433,0.11466416083660665,0.16363636363636364,0.32121212121212117
34,6,rank,1.0,160,0.03725701172146774,0.07326361882149046,-0.2121212121212121,0.29696969696969694
34,6,rank,1.0,320,0.03799725544286035,0.06411056347645752,-0.04242424242424241,0.4666666666666666
34,6,rank,1.5,80,0.03921547835559238,0.1511472885319812,-0.19999999999999998,0.006060606060606061
34,6,rank,1.5,160,0.03690346707098647,0.1258031825156061,0.01818181818181818,0.43030303030303024
34,6,rank,1.5,320,0.0359950341362147,0.11066971061745508,-0.18787878787878787,0.5151515151515151
14,4,percent,0.4,80,0.017553067533728317,0.360549326440629,0.4670993664969138,0.5222329678670935
14,4,percent,0.4,160,0.010209431609262073,0.264261801703197,0.7006490497453708,0.5222329678670935
14,4,percent,0.4,320,0.01172971791043861,0.2371931330244495,0.7006490497453708,0.5222329678670935
14,4,percent,0.7,80,0.008542292263988688,0.4556797754288853,0.5449492609130662,0.5222329678670935
14,4,percent,0.7,160,0.009872358689497818,0.3931374102210131,0.7006490497453708,0.5222329678670935
14,4,percent,0.7,320,0.007679494181587689,0.32918296835460853,0.7006490497453708,0.5222329678670935
14,4,percent,1.0,80,0.01094335492185727,0.5297152518507909,0.7006490497453708,0.5222329678670935
14,4,percent,1.0,160,0.006785115517987231,0.46906377822872153,0.7006490497453708,0.5222329678670935
14,4,percent,1.0,320,0.007491590396872978,0.4488656114840289,0.7006490497453708,0.5222329678670935
14,4,percent,1.5,80,0.00723758126255739,0.5622058626651019,0.6227991553292185,0.5222329678670935
14,4,percent,1.5,160,0.005474429571942796,0.5448483653360204,0.7006490497453708,0.5222329678670935
14,4,percent,1.5,320,0.005953969003720912,0.5209732134314554,0.7006490497453708,0.5222329678670935
19,1,percent,0.4,80,0.011663543170216147,0.442152239572007,0.5765566601970551,0.46291004988627577
19,1,percent,0.4,160,0.009430530262355987,0.41773474193733,0.6289709020331511,0.46291004988627577
19,1,percent,0.4,320,0.008128985700702364,0.30963454636473275,0.6289709020331511,0.46291004988627577
19,1,percent,0.7,80,0.009095134982813531,0.5458043663826934,0.6289709020331511,0.46291004988627577
19,1,percent,0.7,160,0.007387585911189931,0.5161356036625085,0.5765566601970551,0.46291004988627577
19,1,percent,0.7,320,0.005023665033483156,0.4696956030210189,0.6289709020331511,0.46291004988627577
19,1,percent,1.0,80,0.004609037480260911,0.5906197037920552,0.6289709020331511,0.46291004988627577
19,1,percent,1.0,160,0.005044978580223248,0.5890500132935111,0.6289709020331511,0.46291004988627577
19,1,percent,1.0,320,0.00478722567925099,0.5271526719652344,0.5241424183609592,0.46291004988627577
19,1,percent,1.5,80,0.0061220162922644,0.6564718667778403,0.6289709020331511,0.46291004988627577
19,1,percent,1.5,160,0.004776944824201745,0.6203294520944921,0.5765566601970551,0.46291004988627577
19,1,percent,1.5,320,0.004323158332053367,0.601007334829138,0.6289709020331511,0.46291004988627577
20,7,percent,0.4,80,0.022674687623626937,0.2226158903713725,0.9274260335029679,0.6123724356957945
20,7,percent,0.4,160,0.025484884478588567,0.19434196038166046,0.8728715609439697,0.6123724356957945
20,7,percent,0.4,320,0.022115086109727185,0.17466161905917807,0.981980506061966,0.6123724356957945
20,7,percent,0.7,80,0.017872820316802686,0.3422035077120985,0.8728715609439697,0.6123724356957945
20,7,percent,0.7,160,0.009948926313183438,0.23643614096835952,0.8728715609439697,0.6123724356957945
20,7,percent,0.7,320,0.016617779843253057,0.23067900769405503,0.8728715609439697,0.6123724356957945
20,7,percent,1.0,80,0.009180432542769443,0.3704192051074912,0.9274260335029679,0.6123724356957945
20,7,percent,1.0,160,0.004692310445286453,0.34098081208109426,0.9274260335029679,0.6123724356957945
20,7,percent,1.0,320,0.006849633610480429,0.2579409398598732,0.981980506061966,0.6123724356957945
20,7,percent,1.5,80,0.008420353900237773,0.41052090474598163,0.8728715609439697,0.6123724356957945
20,7,percent,1.5,160,0.009745264230240617,0.38682183339178383,0.8728715609439697,0.6123724356957945
20,7,percent,1.5,320,0.006734464027425409,0.3682290821869366,0.981980506061966,0.6123724356957945
17,2,percent,0.4,80,0.010200016191640748,0.4133101385230302,0.6504436355879909,0.4803844614152615
17,2,percent,0.4,160,0.011257763532991955,0.3553203717322165,0.6504436355879909,0.4803844614152615
17,2,percent,0.4,320,0.008158347201651069,0.3033589437018401,0.6504436355879909,0.4803844614152615
17,2,percent,0.7,80,0.008957231010566552,0.5195915422279086,0.6504436355879909,0.4803844614152615
17,2,percent,0.7,160,0.007437456015639791,0.48915888234829336,0.5913123959890827,0.4803844614152615
17,2,percent,0.7,320,0.0036183774067001105,0.41151634323670333,0.6504436355879909,0.4803844614152615
17,2,percent,1.0,80,0.0057615104194584385,0.5738274919204482,0.6504436355879909,0.4803844614152615
17,2,percent,1.0,160,0.0069287938539255274,0.5513124917479048,0.5913123959890827,0.4803844614152615
17,2,percent,1.0,320,0.0061907882348183575,0.5053250128647137,0.5913123959890827,0.4803844614152615
17,2,percent,1.5,80,0.007589121397351542,0.6339905376623904,0.5321811563901744,0.4803844614152615
17,2,percent,1.5,160,0.0047739272630896125,0.6216276719842171,0.6504436355879909,0.4803844614152615
17,2,percent,1.5,320,0.004557950699745328,0.5824866218506587,0.6504436355879909,0.4803844614152615
29,1,rank,0.4,80,6.938893903907228e-17,0.0,,
29,1,rank,0.4,160,6.938893903907228e-17,0.0,,
29,1,rank,0.4,320,6.938893903907228e-17,0.0,,
29,1,rank,0.7,80,6.938893903907228e-17,0.0,,
29,1,rank,0.7,160,6.938893903907228e-17,0.0,,
29,1,rank,0.7,320,6.938893903907228e-17,0.0,,
29,1,rank,1.0,80,6.938893903907228e-17,0.0,,
29,1,rank,1.0,160,6.938893903907228e-17,0.0,,
29,1,rank,1.0,320,6.938893903907228e-17,0.0,,
29,1,rank,1.5,80,6.938893903907228e-17,0.0,,
29,1,rank,1.5,160,6.938893903907228e-17,0.0,,
29,1,rank,1.5,320,6.938893903907228e-17,0.0,,
12,1,percent,0.4,80,1.3877787807814457e-17,0.0,,
12,1,percent,0.4,160,1.3877787807814457e-17,0.0,,
12,1,percent,0.4,320,1.3877787807814457e-17,0.0,,
12,1,percent,0.7,80,1.3877787807814457e-17,0.0,,
12,1,percent,0.7,160,1.3877787807814457e-17,0.0,,
12,1,percent,0.7,320,1.3877787807814457e-17,0.0,,
12,1,percent,1.0,80,1.3877787807814457e-17,0.0,,
12,1,percent,1.0,160,1.3877787807814457e-17,0.0,,
12,1,percent,1.0,320,1.3877787807814457e-17,0.0,,
12,1,percent,1.5,80,1.3877787807814457e-17,0.0,,
12,1,percent,1.5,160,1.3877787807814457e-17,0.0,,
12,1,percent,1.5,320,1.3877787807814457e-17,0.0,,
29,11,rank,0.4,80,0.0,0.0,,
29,11,rank,0.4,160,0.0,0.0,,
29,11,rank,0.4,320,0.0,0.0,,
29,11,rank,0.7,80,0.0,0.0,,
29,11,rank,0.7,160,0.0,0.0,,
29,11,rank,0.7,320,0.0,0.0,,
29,11,rank,1.0,80,0.0,0.0,,
29,11,rank,1.0,160,0.0,0.0,,
29,11,rank,1.0,320,0.0,0.0,,
29,11,rank,1.5,80,0.0,0.0,,
29,11,rank,1.5,160,0.0,0.0,,
29,11,rank,1.5,320,0.0,0.0,,
30,10,rank,0.4,80,0.0,0.0,,
30,10,rank,0.4,160,0.0,0.0,,
30,10,rank,0.4,320,0.0,0.0,,
30,10,rank,0.7,80,0.0,0.0,,
30,10,rank,0.7,160,0.0,0.0,,
30,10,rank,0.7,320,0.0,0.0,,
30,10,rank,1.0,80,0.0,0.0,,
30,10,rank,1.0,160,0.0,0.0,,
30,10,rank,1.0,320,0.0,0.0,,
30,10,rank,1.5,80,0.0,0.0,,
30,10,rank,1.5,160,0.0,0.0,,
30,10,rank,1.5,320,0.0,0.0,,
19,10,percent,0.4,80,0.03212501436062748,0.10172699580008929,0.7071067811865475,0.7071067811865475
19,10,percent,0.4,160,0.016475514370159157,0.07063911949800553,0.7071067811865475,0.7071067811865475
19,10,percent,0.4,320,0.014386479772010718,0.049000061135166126,0.7071067811865475,0.7071067811865475
19,10,percent,0.7,80,0.013508740199005267,0.12127055974797218,0.7071067811865475,0.7071067811865475
19,10,percent,0.7,160,0.018305451114536714,0.12827861300452398,0.7071067811865475,0.7071067811865475
19,10,percent,0.7,320,0.00803120494705681,0.10495220220887161,0.7071067811865475,0.7071067811865475
19,10,percent,1.0,80,0.02105383624774678,0.21866156689943553,0.7071067811865475,0.7071067811865475
19,10,percent,1.0,160,0.011624292161343452,0.21411029828612554,0.7071067811865475,0.7071067811865475
19,10,percent,1.0,320,0.004887048739284141,0.1501753814848786,0.7071067811865475,0.7071067811865475
19,10,percent,1.5,80,0.012260492437465994,0.30703635618358316,0.7071067811865475,0.7071067811865475
19,10,percent,1.5,160,0.01218938666140058,0.2699199333921968,0.7071067811865475,0.7071067811865475
19,10,percent,1.5,320,0.008791757300687621,0.2525177193402434,0.7071067811865475,0.7071067811865475
32,4,rank,0.4,80,0.022774509289835196,0.10887618077049212,0.6727272727272727,0.3545454545454546
32,4,rank,0.4,160,0.02798021836883063,0.13191857961270922,0.5727272727272729,0.43636363636363645
32,4,rank,0.4,320,0.02540701607296608,0.14144229016625276,0.4727272727272727,0.02727272727272728
32,4,rank,0.7,80,0.024227309996729052,0.11385568552202006,0.5,0.2545454545454546
32,4,rank,0.7,160,0.021416039452142963,0.08903839618431192,0.6181818181818182,0.6000000000000001
32,4,rank,0.7,320,0.022455221245291625,0.13412907334487797,0.690909090909091,-0.018181818181818184
32,4,rank,1.0,80,0.022034391680634677,0.15287684781618072,0.5545454545454546,0.5090909090909091
32,4,rank,1.0,160,0.022623786765227406,0.13267938162226386,0.38181818181818183,0.19090909090909092
32,4,rank,1.0,320,0.02066045313399104,0.08722298756296766,0.4272727272727273,0.1272727272727273
32,4,rank,1.5,80,0.01674332997981188,0.1865844450249349,0.5818181818181819,-0.10000000000000002
32,4,rank,1.5,160,0.019352652647255084,0.17332209827260067,0.41818181818181827,0.23636363636363636
32,4,rank,1.5,320,0.019800108114776324,0.13131322927795738,0.39090909090909093,0.5818181818181819
31,4,rank,0.4,80,0.022840498421567428,0.10223063322968436,0.42857142857142855,0.19230769230769232
31,4,rank,0.4,160,0.024571535238316344,0.13146297021151815,0.5934065934065934,0.3021978021978022
31,4,rank,0.4,320,0.022591167109024066,0.2279259707997789,0.34065934065934067,0.22527472527472525
31,4,rank,0.7,80,0.025924910663692437,0.07042562290947922,0.12087912087912088,0.2087912087912088
31,4,rank,0.7,160,0.02063560830737819,0.07797285153254088,0.521978021978022,0.14285714285714285
31,4,rank,0.7,320,0.020588467638567417,0.06271155347053448,0.7307692307692307,0.39010989010989006
31,4,rank,1.0,80,0.024300336024994047,0.0838987139445775,0.37912087912087916,0.2802197802197803
31,4,rank,1.0,160,0.021455566472105073,0.08100063920547747,0.4010989010989011,0.32417582417582413
31,4,rank,1.0,320,0.021043011468275738,0.05768647914619596,0.4450549450549451,0.16483516483516483
31,4,rank,1.5,80,0.02250286722432125,0.12228620564392322,0.24175824175824176,0.03846153846153846
31,4,rank,1.5,160,0.02199031916356189,0.11705897904768002,0.1868131868131868,-0.12637362637362637
31,4,rank,1.5,320,0.021864105720764464,0.09024856599454699,0.41208791208791207,0.010989010989010988
3,10,percent,0.4,80,0.0,0.0,,
3,10,percent,0.4,160,0.0,0.0,,
3,10,percent,0.4,320,0.0,0.0,,
3,10,percent,0.7,80,0.0,0.0,,
3,10,percent,0.7,160,0.0,0.0,,
3,10,percent,0.7,320,0.0,0.0,,
3,10,percent,1.0,80,0.0,0.0,,
3,10,percent,1.0,160,0.0,0.0,,
3,10,percent,1.0,320,0.0,0.0,,
3,10,percent,1.5,80,0.0,0.0,,
3,10,percent,1.5,160,0.0,0.0,,
3,10,percent,1.5,320,0.0,0.0,,
